,feature,importance_gain,importance_split,trn_score,run
0,NAME_CONTRACT_TYPE,209.13144063949585,22,0.7113861787042597,1
1,CODE_GENDER,401.92840099334717,77,0.7113861787042597,1
2,FLAG_OWN_CAR,219.94323420524597,37,0.7113861787042597,1
3,FLAG_OWN_REALTY,520.1701583862305,74,0.7113861787042597,1
4,CNT_CHILDREN,560.7858948409557,66,0.7113861787042597,1
5,AMT_INCOME_TOTAL,6226.195576488972,638,0.7113861787042597,1
6,AMT_CREDIT,5632.84118565917,605,0.7113861787042597,1
7,AMT_ANNUITY,7291.155352115631,720,0.7113861787042597,1
8,AMT_GOODS_PRICE,4659.386060088873,464,0.7113861787042597,1
9,NAME_TYPE_SUITE,408.788450717926,47,0.7113861787042597,1
10,NAME_INCOME_TYPE,56.59317111968994,6,0.7113861787042597,1
11,NAME_EDUCATION_TYPE,175.888249874115,20,0.7113861787042597,1
12,NAME_FAMILY_STATUS,492.8854093551636,55,0.7113861787042597,1
13,NAME_HOUSING_TYPE,255.13520002365112,29,0.7113861787042597,1
14,REGION_POPULATION_RELATIVE,5268.816112160683,515,0.7113861787042597,1
15,DAYS_BIRTH,8141.653064548969,826,0.7113861787042597,1
16,DAYS_EMPLOYED,7563.1880604326725,770,0.7113861787042597,1
17,DAYS_REGISTRATION,8170.28965434432,800,0.7113861787042597,1
18,DAYS_ID_PUBLISH,8867.02870336175,857,0.7113861787042597,1
19,OWN_CAR_AGE,4584.345691770315,448,0.7113861787042597,1
20,FLAG_MOBIL,0.0,0,0.7113861787042597,1
21,FLAG_EMP_PHONE,64.9435887336731,7,0.7113861787042597,1
22,FLAG_WORK_PHONE,467.10334157943726,42,0.7113861787042597,1
23,FLAG_CONT_MOBILE,0.0,0,0.7113861787042597,1
24,FLAG_PHONE,393.9101425409317,45,0.7113861787042597,1
25,FLAG_EMAIL,345.2824909687042,35,0.7113861787042597,1
26,OCCUPATION_TYPE,4382.676511287689,424,0.7113861787042597,1
27,CNT_FAM_MEMBERS,937.748047798872,100,0.7113861787042597,1
28,REGION_RATING_CLIENT,324.9273484945297,40,0.7113861787042597,1
29,REGION_RATING_CLIENT_W_CITY,294.36069893836975,33,0.7113861787042597,1
30,WEEKDAY_APPR_PROCESS_START,1227.4406957626343,127,0.7113861787042597,1
31,HOUR_APPR_PROCESS_START,3921.331607103348,376,0.7113861787042597,1
32,REG_REGION_NOT_LIVE_REGION,239.98472023010254,26,0.7113861787042597,1
33,REG_REGION_NOT_WORK_REGION,269.6072381734848,30,0.7113861787042597,1
34,LIVE_REGION_NOT_WORK_REGION,389.8590450286865,39,0.7113861787042597,1
35,REG_CITY_NOT_LIVE_CITY,268.38053131103516,30,0.7113861787042597,1
36,REG_CITY_NOT_WORK_CITY,341.61077070236206,33,0.7113861787042597,1
37,LIVE_CITY_NOT_WORK_CITY,263.63353860378265,27,0.7113861787042597,1
38,ORGANIZATION_TYPE,12441.811533212662,908,0.7113861787042597,1
39,EXT_SOURCE_1,9164.882300049067,890,0.7113861787042597,1
40,EXT_SOURCE_2,8589.17817595601,812,0.7113861787042597,1
41,EXT_SOURCE_3,11713.134961277246,1113,0.7113861787042597,1
42,APARTMENTS_AVG,3507.163591951132,330,0.7113861787042597,1
43,BASEMENTAREA_AVG,3983.2529792785645,384,0.7113861787042597,1
44,YEARS_BEGINEXPLUATATION_AVG,3844.9660888910294,366,0.7113861787042597,1
45,YEARS_BUILD_AVG,3524.4596037864685,323,0.7113861787042597,1
46,COMMONAREA_AVG,3758.1677971482277,354,0.7113861787042597,1
47,ELEVATORS_AVG,1266.1199506521225,114,0.7113861787042597,1
48,ENTRANCES_AVG,2375.0191122293472,220,0.7113861787042597,1
49,FLOORSMAX_AVG,1242.3791780471802,113,0.7113861787042597,1
50,FLOORSMIN_AVG,1538.7662966251373,148,0.7113861787042597,1
51,LANDAREA_AVG,4559.6170210540295,425,0.7113861787042597,1
52,LIVINGAPARTMENTS_AVG,2533.03593814373,229,0.7113861787042597,1
53,LIVINGAREA_AVG,2951.5786740779877,263,0.7113861787042597,1
54,NONLIVINGAPARTMENTS_AVG,1458.5086961388588,148,0.7113861787042597,1
55,NONLIVINGAREA_AVG,3687.071027457714,330,0.7113861787042597,1
56,APARTMENTS_MODE,2985.9425490498543,283,0.7113861787042597,1
57,BASEMENTAREA_MODE,3372.661129951477,295,0.7113861787042597,1
58,YEARS_BEGINEXPLUATATION_MODE,3367.697189450264,301,0.7113861787042597,1
59,YEARS_BUILD_MODE,2288.839097261429,213,0.7113861787042597,1
60,COMMONAREA_MODE,3947.769673705101,362,0.7113861787042597,1
61,ELEVATORS_MODE,1163.5767500400543,105,0.7113861787042597,1
62,ENTRANCES_MODE,1280.806928396225,118,0.7113861787042597,1
63,FLOORSMAX_MODE,725.8023579120636,64,0.7113861787042597,1
64,FLOORSMIN_MODE,920.3719797134399,84,0.7113861787042597,1
65,LANDAREA_MODE,4016.4987838864326,370,0.7113861787042597,1
66,LIVINGAPARTMENTS_MODE,3246.0187073946,295,0.7113861787042597,1
67,LIVINGAREA_MODE,2851.6539359092712,263,0.7113861787042597,1
68,NONLIVINGAPARTMENTS_MODE,1255.637419104576,118,0.7113861787042597,1
69,NONLIVINGAREA_MODE,3573.406898498535,307,0.7113861787042597,1
70,APARTMENTS_MEDI,1796.3521966338158,155,0.7113861787042597,1
71,BASEMENTAREA_MEDI,2339.4605197906494,209,0.7113861787042597,1
72,YEARS_BEGINEXPLUATATION_MEDI,2035.3721599578857,191,0.7113861787042597,1
73,YEARS_BUILD_MEDI,1248.935908794403,116,0.7113861787042597,1
74,COMMONAREA_MEDI,2150.3587456941605,206,0.7113861787042597,1
75,ELEVATORS_MEDI,499.9272017478943,46,0.7113861787042597,1
76,ENTRANCES_MEDI,845.3218598365784,72,0.7113861787042597,1
77,FLOORSMAX_MEDI,562.4826674461365,52,0.7113861787042597,1
78,FLOORSMIN_MEDI,382.3180389404297,40,0.7113861787042597,1
79,LANDAREA_MEDI,2789.053894162178,258,0.7113861787042597,1
80,LIVINGAPARTMENTS_MEDI,1918.7774113416672,190,0.7113861787042597,1
81,LIVINGAREA_MEDI,2448.9498106837273,221,0.7113861787042597,1
82,NONLIVINGAPARTMENTS_MEDI,783.6390224695206,80,0.7113861787042597,1
83,NONLIVINGAREA_MEDI,2751.010252714157,250,0.7113861787042597,1
84,FONDKAPREMONT_MODE,176.33451080322266,19,0.7113861787042597,1
85,HOUSETYPE_MODE,112.36896014213562,12,0.7113861787042597,1
86,TOTALAREA_MODE,3385.854449033737,297,0.7113861787042597,1
87,WALLSMATERIAL_MODE,384.71942043304443,43,0.7113861787042597,1
88,EMERGENCYSTATE_MODE,58.47845017910004,10,0.7113861787042597,1
89,OBS_30_CNT_SOCIAL_CIRCLE,1856.1052575707436,188,0.7113861787042597,1
90,DEF_30_CNT_SOCIAL_CIRCLE,692.1954615116119,70,0.7113861787042597,1
91,OBS_60_CNT_SOCIAL_CIRCLE,1582.4395278692245,156,0.7113861787042597,1
92,DEF_60_CNT_SOCIAL_CIRCLE,628.1565096974373,67,0.7113861787042597,1
93,DAYS_LAST_PHONE_CHANGE,7502.592297613621,732,0.7113861787042597,1
94,FLAG_DOCUMENT_2,0.0,0,0.7113861787042597,1
95,FLAG_DOCUMENT_3,291.90677881240845,31,0.7113861787042597,1
96,FLAG_DOCUMENT_4,0.0,0,0.7113861787042597,1
97,FLAG_DOCUMENT_5,197.0901494026184,19,0.7113861787042597,1
98,FLAG_DOCUMENT_6,95.6468997001648,12,0.7113861787042597,1
99,FLAG_DOCUMENT_7,7.49370002746582,1,0.7113861787042597,1
100,FLAG_DOCUMENT_8,206.16834104061127,23,0.7113861787042597,1
101,FLAG_DOCUMENT_9,182.52273988723755,17,0.7113861787042597,1
102,FLAG_DOCUMENT_10,0.0,0,0.7113861787042597,1
103,FLAG_DOCUMENT_11,75.54823923110962,9,0.7113861787042597,1
104,FLAG_DOCUMENT_12,0.0,0,0.7113861787042597,1
105,FLAG_DOCUMENT_13,88.29985046386719,9,0.7113861787042597,1
106,FLAG_DOCUMENT_14,35.189289569854736,4,0.7113861787042597,1
107,FLAG_DOCUMENT_15,47.275390625,5,0.7113861787042597,1
108,FLAG_DOCUMENT_16,162.514741897583,17,0.7113861787042597,1
109,FLAG_DOCUMENT_17,0.0,0,0.7113861787042597,1
110,FLAG_DOCUMENT_18,106.53849077224731,12,0.7113861787042597,1
111,FLAG_DOCUMENT_19,0.0,0,0.7113861787042597,1
112,FLAG_DOCUMENT_20,0.0,0,0.7113861787042597,1
113,FLAG_DOCUMENT_21,0.0,0,0.7113861787042597,1
114,AMT_REQ_CREDIT_BUREAU_HOUR,154.81396007537842,17,0.7113861787042597,1
115,AMT_REQ_CREDIT_BUREAU_DAY,113.14564990997314,12,0.7113861787042597,1
116,AMT_REQ_CREDIT_BUREAU_WEEK,401.1809712648392,42,0.7113861787042597,1
117,AMT_REQ_CREDIT_BUREAU_MON,1641.6310195922852,157,0.7113861787042597,1
118,AMT_REQ_CREDIT_BUREAU_QRT,1092.3332790732384,109,0.7113861787042597,1
119,AMT_REQ_CREDIT_BUREAU_YEAR,4313.054079532623,393,0.7113861787042597,1
0,NAME_CONTRACT_TYPE,202.35297799110413,27,0.7071711779902417,2
1,CODE_GENDER,461.22932973504066,88,0.7071711779902417,2
2,FLAG_OWN_CAR,233.5551626086235,44,0.7071711779902417,2
3,FLAG_OWN_REALTY,467.20674443244934,68,0.7071711779902417,2
4,CNT_CHILDREN,789.1768189668655,89,0.7071711779902417,2
5,AMT_INCOME_TOTAL,6041.145542412996,655,0.7071711779902417,2
6,AMT_CREDIT,6323.496804356575,665,0.7071711779902417,2
7,AMT_ANNUITY,7273.136983454227,723,0.7071711779902417,2
8,AMT_GOODS_PRICE,5435.464595675468,506,0.7071711779902417,2
9,NAME_TYPE_SUITE,581.6302266120911,61,0.7071711779902417,2
10,NAME_INCOME_TYPE,188.27229118347168,20,0.7071711779902417,2
11,NAME_EDUCATION_TYPE,193.6559600830078,21,0.7071711779902417,2
12,NAME_FAMILY_STATUS,316.40733003616333,36,0.7071711779902417,2
13,NAME_HOUSING_TYPE,241.76103162765503,27,0.7071711779902417,2
14,REGION_POPULATION_RELATIVE,5069.576601654291,502,0.7071711779902417,2
15,DAYS_BIRTH,7948.561751842499,795,0.7071711779902417,2
16,DAYS_EMPLOYED,7582.2395811975,766,0.7071711779902417,2
17,DAYS_REGISTRATION,6825.063413023949,677,0.7071711779902417,2
18,DAYS_ID_PUBLISH,8344.086467385292,840,0.7071711779902417,2
19,OWN_CAR_AGE,4160.667927622795,415,0.7071711779902417,2
20,FLAG_MOBIL,0.0,0,0.7071711779902417,2
21,FLAG_EMP_PHONE,14.248000144958496,1,0.7071711779902417,2
22,FLAG_WORK_PHONE,324.0217332839966,39,0.7071711779902417,2
23,FLAG_CONT_MOBILE,53.344300270080566,5,0.7071711779902417,2
24,FLAG_PHONE,465.492095887661,44,0.7071711779902417,2
25,FLAG_EMAIL,215.16332054138184,23,0.7071711779902417,2
26,OCCUPATION_TYPE,3989.6290040016174,362,0.7071711779902417,2
27,CNT_FAM_MEMBERS,1355.0910821557045,134,0.7071711779902417,2
28,REGION_RATING_CLIENT,517.3980576992035,48,0.7071711779902417,2
29,REGION_RATING_CLIENT_W_CITY,346.35103273391724,42,0.7071711779902417,2
30,WEEKDAY_APPR_PROCESS_START,1162.3001594543457,125,0.7071711779902417,2
31,HOUR_APPR_PROCESS_START,3566.738742828369,378,0.7071711779902417,2
32,REG_REGION_NOT_LIVE_REGION,184.75537061691284,18,0.7071711779902417,2
33,REG_REGION_NOT_WORK_REGION,147.66567158699036,15,0.7071711779902417,2
34,LIVE_REGION_NOT_WORK_REGION,197.25822043418884,22,0.7071711779902417,2
35,REG_CITY_NOT_LIVE_CITY,289.59907323122025,29,0.7071711779902417,2
36,REG_CITY_NOT_WORK_CITY,526.4991329312325,48,0.7071711779902417,2
37,LIVE_CITY_NOT_WORK_CITY,498.7926139831543,42,0.7071711779902417,2
38,ORGANIZATION_TYPE,12244.067029237747,945,0.7071711779902417,2
39,EXT_SOURCE_1,9276.92411711812,891,0.7071711779902417,2
40,EXT_SOURCE_2,8530.302389591932,788,0.7071711779902417,2
41,EXT_SOURCE_3,11339.793633073568,1074,0.7071711779902417,2
42,APARTMENTS_AVG,3351.3326101005077,306,0.7071711779902417,2
43,BASEMENTAREA_AVG,4026.4058721661568,370,0.7071711779902417,2
44,YEARS_BEGINEXPLUATATION_AVG,4525.095262795687,405,0.7071711779902417,2
45,YEARS_BUILD_AVG,3168.263321697712,293,0.7071711779902417,2
46,COMMONAREA_AVG,3599.204117655754,327,0.7071711779902417,2
47,ELEVATORS_AVG,930.4999238848686,92,0.7071711779902417,2
48,ENTRANCES_AVG,2940.2493836283684,265,0.7071711779902417,2
49,FLOORSMAX_AVG,1210.3178279995918,108,0.7071711779902417,2
50,FLOORSMIN_AVG,1988.0440608263016,181,0.7071711779902417,2
51,LANDAREA_AVG,4426.334477961063,405,0.7071711779902417,2
52,LIVINGAPARTMENTS_AVG,2801.1461426615715,246,0.7071711779902417,2
53,LIVINGAREA_AVG,3403.092162936926,295,0.7071711779902417,2
54,NONLIVINGAPARTMENTS_AVG,1268.2114270925522,121,0.7071711779902417,2
55,NONLIVINGAREA_AVG,3657.6473351716995,325,0.7071711779902417,2
56,APARTMENTS_MODE,3359.605997264385,300,0.7071711779902417,2
57,BASEMENTAREA_MODE,3321.1393756866455,292,0.7071711779902417,2
58,YEARS_BEGINEXPLUATATION_MODE,2849.227511525154,265,0.7071711779902417,2
59,YEARS_BUILD_MODE,2069.7339233756065,183,0.7071711779902417,2
60,COMMONAREA_MODE,3070.317660033703,281,0.7071711779902417,2
61,ELEVATORS_MODE,644.5050600767136,55,0.7071711779902417,2
62,ENTRANCES_MODE,1826.6848874092102,162,0.7071711779902417,2
63,FLOORSMAX_MODE,485.789870262146,49,0.7071711779902417,2
64,FLOORSMIN_MODE,757.908664047718,74,0.7071711779902417,2
65,LANDAREA_MODE,3544.0591490268707,309,0.7071711779902417,2
66,LIVINGAPARTMENTS_MODE,2911.1490290164948,262,0.7071711779902417,2
67,LIVINGAREA_MODE,3239.422543287277,287,0.7071711779902417,2
68,NONLIVINGAPARTMENTS_MODE,1037.361447095871,92,0.7071711779902417,2
69,NONLIVINGAREA_MODE,2914.731704592705,250,0.7071711779902417,2
70,APARTMENTS_MEDI,2015.0845733880997,172,0.7071711779902417,2
71,BASEMENTAREA_MEDI,2424.632660627365,203,0.7071711779902417,2
72,YEARS_BEGINEXPLUATATION_MEDI,1863.2897295951843,167,0.7071711779902417,2
73,YEARS_BUILD_MEDI,1254.2888425588608,117,0.7071711779902417,2
74,COMMONAREA_MEDI,1902.1205151975155,173,0.7071711779902417,2
75,ELEVATORS_MEDI,436.72386837005615,40,0.7071711779902417,2
76,ENTRANCES_MEDI,968.6839400529861,91,0.7071711779902417,2
77,FLOORSMAX_MEDI,432.5289902687073,42,0.7071711779902417,2
78,FLOORSMIN_MEDI,803.1859993934631,69,0.7071711779902417,2
79,LANDAREA_MEDI,2326.6101191043854,201,0.7071711779902417,2
80,LIVINGAPARTMENTS_MEDI,1531.3480722904205,146,0.7071711779902417,2
81,LIVINGAREA_MEDI,2248.509646654129,195,0.7071711779902417,2
82,NONLIVINGAPARTMENTS_MEDI,739.7612402439117,71,0.7071711779902417,2
83,NONLIVINGAREA_MEDI,2705.854030251503,236,0.7071711779902417,2
84,FONDKAPREMONT_MODE,324.59110927581787,32,0.7071711779902417,2
85,HOUSETYPE_MODE,103.0951795578003,11,0.7071711779902417,2
86,TOTALAREA_MODE,3844.2225733995438,348,0.7071711779902417,2
87,WALLSMATERIAL_MODE,318.83988761901855,33,0.7071711779902417,2
88,EMERGENCYSTATE_MODE,71.63110089302063,10,0.7071711779902417,2
89,OBS_30_CNT_SOCIAL_CIRCLE,1875.379923939705,187,0.7071711779902417,2
90,DEF_30_CNT_SOCIAL_CIRCLE,709.1579596996307,74,0.7071711779902417,2
91,OBS_60_CNT_SOCIAL_CIRCLE,1797.685781121254,180,0.7071711779902417,2
92,DEF_60_CNT_SOCIAL_CIRCLE,535.8845825195312,51,0.7071711779902417,2
93,DAYS_LAST_PHONE_CHANGE,6897.622223734856,649,0.7071711779902417,2
94,FLAG_DOCUMENT_2,0.0,0,0.7071711779902417,2
95,FLAG_DOCUMENT_3,495.08617520332336,43,0.7071711779902417,2
96,FLAG_DOCUMENT_4,0.0,0,0.7071711779902417,2
97,FLAG_DOCUMENT_5,108.54923868179321,11,0.7071711779902417,2
98,FLAG_DOCUMENT_6,64.38209056854248,7,0.7071711779902417,2
99,FLAG_DOCUMENT_7,8.494850158691406,1,0.7071711779902417,2
100,FLAG_DOCUMENT_8,434.4667897224426,45,0.7071711779902417,2
101,FLAG_DOCUMENT_9,54.600510120391846,5,0.7071711779902417,2
102,FLAG_DOCUMENT_10,0.0,0,0.7071711779902417,2
103,FLAG_DOCUMENT_11,52.63741970062256,6,0.7071711779902417,2
104,FLAG_DOCUMENT_12,0.0,0,0.7071711779902417,2
105,FLAG_DOCUMENT_13,39.48897981643677,4,0.7071711779902417,2
106,FLAG_DOCUMENT_14,76.50684022903442,7,0.7071711779902417,2
107,FLAG_DOCUMENT_15,25.530370235443115,3,0.7071711779902417,2
108,FLAG_DOCUMENT_16,211.19652032852173,22,0.7071711779902417,2
109,FLAG_DOCUMENT_17,0.0,0,0.7071711779902417,2
110,FLAG_DOCUMENT_18,95.15919923782349,11,0.7071711779902417,2
111,FLAG_DOCUMENT_19,0.0,0,0.7071711779902417,2
112,FLAG_DOCUMENT_20,6.622849941253662,1,0.7071711779902417,2
113,FLAG_DOCUMENT_21,0.0,0,0.7071711779902417,2
114,AMT_REQ_CREDIT_BUREAU_HOUR,272.5570225715637,27,0.7071711779902417,2
115,AMT_REQ_CREDIT_BUREAU_DAY,217.30959916114807,24,0.7071711779902417,2
116,AMT_REQ_CREDIT_BUREAU_WEEK,319.65664768218994,29,0.7071711779902417,2
117,AMT_REQ_CREDIT_BUREAU_MON,1452.8573578596115,150,0.7071711779902417,2
118,AMT_REQ_CREDIT_BUREAU_QRT,1414.8338146209717,127,0.7071711779902417,2
119,AMT_REQ_CREDIT_BUREAU_YEAR,3679.579551398754,357,0.7071711779902417,2
0,NAME_CONTRACT_TYPE,145.4306986629963,26,0.6798740196181218,3
1,CODE_GENDER,470.68123030662537,100,0.6798740196181218,3
2,FLAG_OWN_CAR,248.5744282901287,56,0.6798740196181218,3
3,FLAG_OWN_REALTY,542.816444516182,72,0.6798740196181218,3
4,CNT_CHILDREN,805.3215883374214,91,0.6798740196181218,3
5,AMT_INCOME_TOTAL,5039.423570841551,563,0.6798740196181218,3
6,AMT_CREDIT,5081.767333418131,582,0.6798740196181218,3
7,AMT_ANNUITY,6154.6216278374195,631,0.6798740196181218,3
8,AMT_GOODS_PRICE,4680.977603316307,451,0.6798740196181218,3
9,NAME_TYPE_SUITE,547.6509742736816,54,0.6798740196181218,3
10,NAME_INCOME_TYPE,148.55283117294312,16,0.6798740196181218,3
11,NAME_EDUCATION_TYPE,85.71376132965088,9,0.6798740196181218,3
12,NAME_FAMILY_STATUS,436.25574111938477,46,0.6798740196181218,3
13,NAME_HOUSING_TYPE,212.07190942764282,22,0.6798740196181218,3
14,REGION_POPULATION_RELATIVE,5220.407584398985,522,0.6798740196181218,3
15,DAYS_BIRTH,8111.39291280508,827,0.6798740196181218,3
16,DAYS_EMPLOYED,6704.5151716172695,680,0.6798740196181218,3
17,DAYS_REGISTRATION,7456.475395590067,728,0.6798740196181218,3
18,DAYS_ID_PUBLISH,7665.310567885637,764,0.6798740196181218,3
19,OWN_CAR_AGE,3566.1128411889076,362,0.6798740196181218,3
20,FLAG_MOBIL,0.0,0,0.6798740196181218,3
21,FLAG_EMP_PHONE,83.97246670722961,9,0.6798740196181218,3
22,FLAG_WORK_PHONE,399.56826853752136,42,0.6798740196181218,3
23,FLAG_CONT_MOBILE,8.802510261535645,1,0.6798740196181218,3
24,FLAG_PHONE,339.88248777389526,37,0.6798740196181218,3
25,FLAG_EMAIL,337.69870007038116,37,0.6798740196181218,3
26,OCCUPATION_TYPE,4199.5810260772705,408,0.6798740196181218,3
27,CNT_FAM_MEMBERS,963.8669106960297,105,0.6798740196181218,3
28,REGION_RATING_CLIENT,371.97862124443054,38,0.6798740196181218,3
29,REGION_RATING_CLIENT_W_CITY,425.4400978088379,43,0.6798740196181218,3
30,WEEKDAY_APPR_PROCESS_START,1324.4285984039307,138,0.6798740196181218,3
31,HOUR_APPR_PROCESS_START,3116.74256503582,319,0.6798740196181218,3
32,REG_REGION_NOT_LIVE_REGION,101.57407855987549,12,0.6798740196181218,3
33,REG_REGION_NOT_WORK_REGION,154.69136214256287,19,0.6798740196181218,3
34,LIVE_REGION_NOT_WORK_REGION,153.51922082901,17,0.6798740196181218,3
35,REG_CITY_NOT_LIVE_CITY,193.5795380473137,26,0.6798740196181218,3
36,REG_CITY_NOT_WORK_CITY,216.06927156448364,18,0.6798740196181218,3
37,LIVE_CITY_NOT_WORK_CITY,269.04597878456116,28,0.6798740196181218,3
38,ORGANIZATION_TYPE,11449.768046855927,836,0.6798740196181218,3
39,EXT_SOURCE_1,7063.275565415621,695,0.6798740196181218,3
40,EXT_SOURCE_2,7719.690275490284,772,0.6798740196181218,3
41,EXT_SOURCE_3,10943.655104517937,1102,0.6798740196181218,3
42,APARTMENTS_AVG,3044.9963327646255,283,0.6798740196181218,3
43,BASEMENTAREA_AVG,4544.985309720039,400,0.6798740196181218,3
44,YEARS_BEGINEXPLUATATION_AVG,3669.264312326908,343,0.6798740196181218,3
45,YEARS_BUILD_AVG,3190.0043752789497,294,0.6798740196181218,3
46,COMMONAREA_AVG,3411.291423469782,302,0.6798740196181218,3
47,ELEVATORS_AVG,1340.4480637311935,111,0.6798740196181218,3
48,ENTRANCES_AVG,2128.1681609153748,204,0.6798740196181218,3
49,FLOORSMAX_AVG,1300.744219839573,132,0.6798740196181218,3
50,FLOORSMIN_AVG,1955.2335294485092,181,0.6798740196181218,3
51,LANDAREA_AVG,4187.383535206318,379,0.6798740196181218,3
52,LIVINGAPARTMENTS_AVG,2835.6585852503777,258,0.6798740196181218,3
53,LIVINGAREA_AVG,3292.3625116348267,295,0.6798740196181218,3
54,NONLIVINGAPARTMENTS_AVG,1397.682202577591,129,0.6798740196181218,3
55,NONLIVINGAREA_AVG,3503.1866803765297,306,0.6798740196181218,3
56,APARTMENTS_MODE,2769.9838739931583,260,0.6798740196181218,3
57,BASEMENTAREA_MODE,3320.8066662549973,304,0.6798740196181218,3
